duration,protocol,service,flag,src_bytes,dst_bytes,land,wrong_frag,urgent,count,serror_rate,dst_host_same_srv_rate,label
0,TCP,smtp,SF,623,2483,0,3,1,6,0.55,0.41,normal
60,ICMP,echo,SF,0,0,0,2,3,26,0.46,0.65,probe
5,TCP,smtp,SF,860,1227,0,3,1,82,0.36,0.94,normal
15,TCP,ftp,REJ,1358,723,0,3,1,2,0.61,0.76,dos
60,TCP,ftp,REJ,1159,1464,0,0,0,15,0.47,0.8,dos
15,TCP,http,REJ,808,1714,0,2,3,17,0.25,0.72,dos
1,TCP,ftp,S1,1222,1352,0,3,3,46,0.22,0.81,r2l
2,TCP,http,REJ,1129,1311,0,1,3,6,0.09,0.47,dos
2,ICMP,echo,SF,0,0,0,1,1,55,0.15,0.79,probe
15,ICMP,echo,SF,0,0,0,3,0,6,0.41,0.88,probe
0,TCP,http,S1,943,1560,0,2,1,12,0.18,0.7,normal
15,UDP,ntp_u,SF,411,1475,0,1,1,26,0.17,0.48,normal
120,UDP,dns,SF,1010,720,0,1,1,38,0.13,0.79,normal
5,UDP,dns,SF,0,949,0,1,2,16,0.13,0.65,normal
60,TCP,ftp,SF,1414,2678,0,3,0,25,0.25,0.81,r2l
10,TCP,ftp,REJ,1406,1498,0,1,0,12,0.24,0.71,dos
1,TCP,http,SF,1595,2616,0,0,1,8,0.22,0.93,normal
30,TCP,telnet,SF,898,1495,0,3,2,2,0.66,0.85,r2l
120,TCP,smtp,SF,1796,1323,0,1,1,35,0.12,0.83,normal
15,UDP,dns,SF,1433,1021,0,0,3,16,0.53,0.49,normal
15,TCP,http,REJ,1142,2144,0,3,0,21,0.49,0.64,dos
15,ICMP,echo,SF,0,0,0,1,3,7,0.12,0.65,probe
10,UDP,ntp_u,SF,262,1555,0,0,2,11,0.69,0.94,normal
15,TCP,smtp,SF,1061,2135,0,1,3,12,0.29,0.69,normal
60,TCP,ftp,SF,1215,1421,0,2,1,0,0.63,0.77,r2l
60,ICMP,echo,SF,0,0,0,3,3,24,0.23,0.85,probe
2,TCP,http,REJ,1004,2038,0,3,1,17,0.31,0.92,dos
120,TCP,ftp,REJ,607,1430,0,1,2,57,0.59,0.85,dos
10,TCP,http,SF,1349,1641,0,0,2,40,0.41,0.67,normal
60,TCP,telnet,SF,1410,1827,0,3,3,37,0.09,0.65,r2l
15,TCP,http,REJ,2155,1021,0,2,0,16,0.29,0.71,dos
10,TCP,smtp,SF,802,1950,0,0,3,4,0.27,0.47,normal
10,TCP,http,REJ,2169,1822,0,3,0,40,0.09,0.95,dos
20,UDP,dns,SF,1247,1056,0,3,3,42,0.28,0.86,normal
60,TCP,http,S1,1646,1606,0,0,2,9,0.32,0.61,normal
10,TCP,telnet,REJ,936,1426,0,2,0,10,0.29,0.87,dos
10,UDP,ntp_u,SF,1518,634,0,2,2,6,0.26,0.62,normal
20,TCP,http,REJ,445,801,0,2,0,17,0.3,0.31,dos
1,TCP,http,SF,746,1937,0,2,3,51,0.37,0.54,normal
120,ICMP,echo,SF,0,0,0,3,1,3,0.25,0.56,probe
120,TCP,ftp,SF,521,2037,0,2,0,15,0.22,0.93,r2l
15,UDP,ntp_u,SF,777,482,0,3,2,12,0.3,0.83,normal
120,TCP,http,SF,559,687,0,1,0,49,0.27,0.45,normal
120,TCP,ftp,SF,1286,932,0,0,3,32,0.14,0.78,r2l
20,TCP,smtp,SF,720,1748,0,1,2,34,0.29,0.77,normal
60,UDP,ntp_u,SF,722,1305,0,2,1,34,0.19,0.96,normal
120,TCP,http,SF,0,2073,0,0,0,1,0.3,0.43,normal
20,TCP,http,REJ,1384,2004,0,2,1,40,0.59,0.77,dos
20,TCP,smtp,SF,795,1599,0,1,0,1,0.13,0.71,normal
10,TCP,smtp,REJ,1148,1351,0,1,2,24,0.23,0.67,dos
15,UDP,eco_i,SF,881,632,0,3,1,16,0.1,0.61,normal
15,UDP,ntp_u,SF,1023,1095,0,1,0,45,0.16,0.76,normal
10,UDP,dns,SF,952,677,0,2,0,76,0.19,0.95,normal
120,TCP,http,SF,1254,807,0,0,1,5,0.35,0.69,normal
15,TCP,http,REJ,1358,1019,0,2,0,7,0.33,0.74,dos
1,ICMP,echo,SF,0,0,0,0,3,15,0.13,0.83,probe
0,UDP,ntp_u,SF,461,1709,0,1,2,54,0.24,0.33,normal
15,ICMP,echo,SF,0,0,0,1,1,31,0.2,0.74,probe
1,ICMP,echo,SF,0,0,0,1,3,14,0.12,0.57,probe
15,TCP,http,SF,1186,2358,0,2,3,7,0.42,0.58,normal
0,TCP,telnet,REJ,1505,1840,0,2,1,33,0.22,0.51,dos
120,TCP,telnet,SF,840,1443,0,3,0,39,0.37,0.56,r2l
10,TCP,telnet,REJ,774,1445,0,2,2,16,0.41,0.51,dos
20,ICMP,echo,SF,0,0,0,1,2,65,0.54,0.84,probe
10,ICMP,echo,SF,0,0,0,0,0,30,0.06,0.58,probe
0,UDP,dns,SF,552,479,0,0,3,33,0.2,0.84,normal
15,TCP,ftp,SF,1700,1369,0,2,3,7,0.08,0.39,r2l
20,TCP,http,REJ,179,47,0,0,0,17,0.46,0.75,dos
15,ICMP,echo,SF,0,0,0,2,1,0,0.13,0.8,probe
1,TCP,ftp,SF,1069,1612,0,1,1,11,0.12,0.84,r2l
5,TCP,http,REJ,1093,1951,0,2,3,34,0.18,0.93,dos
15,UDP,eco_i,SF,1092,844,0,1,1,11,0.05,0.83,normal
10,ICMP,echo,SF,0,0,0,2,1,15,0.68,0.68,probe
10,TCP,http,SF,545,1460,0,0,2,25,0.31,0.73,normal
120,TCP,http,S1,1105,1395,0,0,1,27,0.39,0.86,normal
10,TCP,http,SF,138,2522,0,0,2,15,0.2,0.29,normal
15,ICMP,echo,SF,0,0,0,0,2,19,0.1,0.71,probe
30,UDP,dns,SF,949,774,0,0,1,50,0.23,0.53,normal
10,TCP,smtp,S1,892,2065,0,3,2,17,0.19,0.58,normal
10,TCP,http,SF,856,1459,0,1,3,1,0.39,0.88,normal
15,TCP,smtp,SF,885,1367,0,2,2,12,0.36,0.74,normal
20,TCP,telnet,REJ,790,783,0,1,0,2,0.46,0.97,dos
15,TCP,ftp,S1,1896,1776,0,2,1,1,0.44,0.68,r2l
60,ICMP,echo,SF,0,0,0,3,2,36,0.22,0.77,probe
20,UDP,dns,SF,898,1093,0,3,1,18,0.31,0.65,normal
120,ICMP,echo,SF,0,0,0,3,1,3,0.23,0.8,probe
60,UDP,eco_i,SF,1373,822,0,0,0,13,0.42,0.71,normal
120,TCP,http,SF,525,1204,0,3,3,28,0.15,0.86,normal
0,UDP,dns,SF,763,1758,0,2,1,9,0.37,0.92,normal
30,TCP,http,SF,1471,1063,0,0,3,0,0.65,0.86,normal
10,UDP,eco_i,SF,1019,828,0,0,0,17,0.14,0.79,normal
20,TCP,telnet,SF,263,1621,0,3,1,2,0.15,0.74,r2l
15,UDP,eco_i,SF,371,696,0,0,1,12,0.08,0.67,normal
1,ICMP,echo,SF,0,0,0,3,3,25,0.38,0.8,probe
60,TCP,ftp,SF,441,2027,0,1,1,6,0.06,0.84,r2l
30,TCP,http,REJ,738,1468,0,2,2,13,0.23,0.96,dos
30,TCP,telnet,SF,735,1363,0,2,1,14,0.18,0.78,r2l
0,ICMP,echo,SF,0,0,0,1,2,8,0.21,0.57,probe
10,TCP,smtp,SF,1680,1382,0,3,2,19,0.62,0.68,normal
15,TCP,http,SF,1290,1369,0,3,3,14,0.31,0.65,normal
120,TCP,http,REJ,970,2218,0,0,3,1,0.17,0.59,dos
15,TCP,http,REJ,1033,1094,0,2,0,0,0.17,0.62,dos
10,TCP,http,REJ,538,1405,0,0,0,0,0.18,0.79,dos
5,TCP,ftp,SF,1154,1668,0,0,2,7,0.33,0.73,r2l
10,TCP,http,SF,934,51,0,1,3,12,0.1,0.7,normal
20,UDP,dns,SF,0,1329,0,3,3,0,0.41,0.71,normal
120,TCP,smtp,REJ,676,852,0,1,1,61,0.05,0.9,dos
1,TCP,http,SF,355,1306,0,3,0,58,0.36,0.83,normal
20,TCP,http,REJ,0,1083,0,1,3,1,0.19,0.88,dos
0,ICMP,echo,SF,0,0,0,2,1,47,0.15,0.77,probe
5,UDP,dns,SF,200,1145,0,3,3,3,0.08,0.47,normal
120,TCP,smtp,SF,1765,107,0,1,1,41,0.37,0.76,normal
15,ICMP,echo,SF,0,0,0,3,2,44,0.22,0.46,probe
15,TCP,ftp,REJ,1007,2353,0,3,0,7,0.24,0.62,dos
5,UDP,dns,SF,778,1187,0,1,1,28,0.21,0.57,normal
5,TCP,telnet,REJ,566,978,0,2,3,72,0.24,0.67,dos
15,UDP,dns,SF,622,459,0,2,0,5,0.18,0.75,normal
5,ICMP,echo,SF,0,0,0,0,0,4,0.27,0.95,probe
60,TCP,ftp,REJ,1387,1038,0,1,0,0,0.2,0.79,dos
5,TCP,http,SF,1394,1511,0,2,3,31,0.32,0.67,normal
5,TCP,http,SF,687,2282,0,3,1,29,0.21,0.99,normal
120,TCP,http,REJ,832,2133,0,0,1,71,0.2,0.59,dos
30,TCP,http,SF,1082,1567,0,0,1,0,0.32,0.63,normal
0,TCP,smtp,SF,411,1249,0,3,3,9,0.13,0.61,normal
30,TCP,ftp,SF,1294,1249,0,0,3,0,0.21,0.64,r2l
1,TCP,http,SF,1081,1528,0,1,3,11,0.1,0.61,normal
15,TCP,http,SF,1967,1679,0,2,3,5,0.45,0.84,normal
0,TCP,http,REJ,1120,638,0,0,2,9,0.35,0.65,dos
10,TCP,http,S1,1790,401,0,2,2,36,0.2,0.69,normal
5,TCP,http,SF,902,1274,0,2,1,19,0.46,0.59,normal
15,ICMP,echo,SF,0,0,0,1,2,41,0.26,0.64,probe
2,ICMP,echo,SF,0,0,0,3,2,26,0.25,0.73,probe
10,TCP,http,SF,1442,1622,0,2,0,24,0.94,0.66,normal
30,UDP,eco_i,SF,732,1240,0,3,3,14,0.24,0.71,normal
120,ICMP,echo,SF,0,0,0,3,1,2,0.43,0.61,probe
2,UDP,dns,SF,558,763,0,1,1,36,0.11,0.88,normal
5,TCP,ftp,REJ,2080,1587,0,2,3,35,0.21,0.87,dos
20,TCP,ftp,SF,868,1593,0,1,3,37,0.1,0.69,r2l
2,ICMP,echo,SF,0,0,0,1,0,12,0.33,0.62,probe
15,UDP,eco_i,SF,928,1350,0,1,1,14,0.27,0.61,normal
0,TCP,ftp,SF,401,925,0,0,2,86,0.48,0.96,r2l
1,TCP,smtp,SF,0,1123,0,2,0,36,0.36,0.81,normal
20,ICMP,echo,SF,0,0,0,1,2,43,0.36,0.87,probe
1,UDP,eco_i,SF,1316,672,0,1,1,13,0.29,0.79,normal
20,TCP,http,SF,538,922,0,3,1,40,0.07,0.67,normal
1,ICMP,echo,SF,0,0,0,2,3,6,0.26,0.49,probe
0,TCP,http,S1,466,929,0,3,3,30,0.44,0.88,normal
1,TCP,http,SF,764,1228,0,0,2,17,0.09,0.79,normal
20,ICMP,echo,SF,0,0,0,0,3,3,0.36,0.4,probe
15,TCP,http,SF,564,1029,0,2,0,11,0.36,0.58,normal
0,ICMP,echo,SF,0,0,0,2,0,16,0.49,0.76,probe
10,TCP,http,REJ,1278,942,0,3,2,2,0.38,0.58,dos
0,TCP,ftp,SF,242,0,0,0,2,8,0.05,0.71,r2l
0,TCP,ftp,SF,500,2095,0,2,0,7,0.26,0.67,r2l
60,UDP,ntp_u,SF,1142,831,0,2,0,12,0.54,0.89,normal
5,ICMP,echo,SF,0,0,0,2,3,15,0.2,0.42,probe
10,TCP,http,SF,1578,1725,0,1,2,86,0.3,0.49,normal
120,ICMP,echo,SF,0,0,0,3,0,22,0.22,0.49,probe
2,UDP,dns,SF,615,1031,0,2,1,8,0.07,0.59,normal
60,TCP,http,SF,1320,1295,0,0,2,25,0.21,0.72,normal
20,UDP,eco_i,SF,1026,1079,0,2,1,33,0.42,0.98,normal
20,UDP,eco_i,SF,505,1284,0,1,0,24,0.2,0.78,normal
2,TCP,http,SF,793,299,0,1,2,87,0.06,0.33,normal
0,TCP,smtp,REJ,313,1954,0,2,3,98,0.2,0.67,dos
20,TCP,http,REJ,1066,1095,0,0,2,40,0.37,0.52,dos
10,TCP,http,SF,499,2258,0,2,3,5,0.21,0.3,normal
0,TCP,http,SF,836,1912,0,1,3,83,0.48,0.69,normal
20,TCP,ftp,SF,784,456,0,3,1,20,0.14,0.73,r2l
120,TCP,http,REJ,315,1422,0,1,0,46,0.61,0.85,dos
15,UDP,dns,SF,893,594,0,3,3,17,0.21,0.71,normal
15,UDP,dns,SF,1027,1037,0,3,3,48,0.29,0.55,normal
30,TCP,http,SF,414,1406,0,2,1,4,0.1,0.64,normal
0,TCP,smtp,REJ,417,1407,0,0,3,22,0.32,0.42,dos
120,TCP,telnet,SF,1468,146,0,0,1,13,0.17,0.76,r2l
5,UDP,eco_i,SF,1128,1151,0,2,2,1,0.39,0.62,normal
15,TCP,http,REJ,577,1281,0,0,3,15,0.11,0.64,dos
1,ICMP,echo,SF,0,0,0,0,3,15,0.81,0.87,probe
1,TCP,smtp,S1,1163,1056,0,0,1,1,0.28,0.88,normal
0,TCP,ftp,SF,1439,2081,0,0,2,12,0.22,0.85,r2l
60,UDP,eco_i,SF,758,513,0,3,3,20,0.46,0.71,normal
30,UDP,ntp_u,SF,803,902,0,0,3,64,0.36,0.64,normal
0,UDP,dns,SF,677,914,0,1,2,1,0.29,0.52,normal
10,ICMP,echo,SF,0,0,0,1,3,86,0.35,0.86,probe
120,TCP,http,SF,1879,1839,0,0,1,60,0.21,0.87,normal
120,UDP,dns,SF,352,92,0,3,1,1,0.53,0.95,normal
10,TCP,http,SF,831,1471,0,1,3,56,0.18,0.72,normal
0,TCP,http,SF,1602,2106,0,1,2,22,0.24,0.29,normal
120,UDP,eco_i,SF,1109,1415,0,3,2,11,0.43,0.75,normal
5,TCP,smtp,SF,1288,1415,0,3,0,2,0.34,0.58,normal
1,UDP,dns,SF,113,1658,0,0,3,13,0.35,0.87,normal
10,ICMP,echo,SF,0,0,0,3,0,70,0.1,0.67,probe
15,TCP,ftp,REJ,758,1700,0,0,0,4,0.2,0.75,dos
15,UDP,eco_i,SF,937,1081,0,1,1,5,0.67,0.98,normal
5,UDP,eco_i,SF,1259,576,0,2,3,16,0.2,0.68,normal
20,ICMP,echo,SF,0,0,0,2,1,12,0.12,0.8,probe
5,UDP,eco_i,SF,782,850,0,3,1,21,0.22,0.58,normal
0,TCP,smtp,SF,1429,2068,0,2,3,8,0.5,0.67,normal
5,TCP,ftp,SF,1008,1169,0,1,0,52,0.24,0.78,r2l
10,TCP,http,SF,1835,2185,0,1,1,3,0.33,0.57,normal
15,TCP,ftp,REJ,920,1323,0,1,0,1,0.18,0.77,dos
60,UDP,eco_i,SF,1298,874,0,0,0,1,0.3,0.82,normal
10,TCP,smtp,SF,947,1876,0,0,0,2,0.36,0.8,normal
0,TCP,telnet,SF,1176,1291,0,1,0,33,0.19,0.67,r2l
20,UDP,dns,SF,437,1202,0,3,0,16,0.26,0.32,normal
60,TCP,ftp,SF,1120,1672,0,2,2,0,0.04,0.6,r2l
20,TCP,smtp,SF,1400,1009,0,2,1,23,0.26,0.49,normal
10,TCP,http,SF,1301,2233,0,2,0,11,0.34,0.79,normal
60,TCP,smtp,SF,441,1869,0,0,0,0,0.66,0.84,normal
30,ICMP,echo,SF,0,0,0,1,3,2,0.19,0.71,probe
120,UDP,dns,SF,1042,758,0,3,1,27,0.05,0.56,normal
1,ICMP,echo,SF,0,0,0,1,0,9,0.73,0.86,probe
120,TCP,smtp,SF,1335,1932,0,1,1,3,0.18,0.8,normal
120,TCP,http,SF,838,1583,0,1,1,2,0.22,0.69,normal
20,ICMP,echo,SF,0,0,0,2,3,12,0.35,0.69,probe
5,UDP,dns,SF,0,1338,0,0,0,38,0.16,0.87,normal
30,ICMP,echo,SF,0,0,0,1,3,15,0.13,0.58,probe
120,TCP,http,REJ,1050,1737,0,3,2,13,0.37,0.64,dos
5,ICMP,echo,SF,0,0,0,1,3,54,0.08,0.9,probe
120,UDP,ntp_u,SF,1241,827,0,2,2,42,0.07,0.96,normal
0,TCP,smtp,SF,277,1441,0,2,2,14,0.21,0.96,normal
15,TCP,http,SF,720,1586,0,1,3,9,0.37,0.5,normal
10,ICMP,echo,SF,0,0,0,1,1,13,0.43,0.79,probe
10,ICMP,echo,SF,0,0,0,2,1,24,0.29,0.25,probe
20,UDP,eco_i,SF,1020,917,0,3,0,16,0.17,0.67,normal
15,TCP,http,REJ,1329,1318,0,0,3,1,0.52,0.61,dos
5,UDP,dns,SF,771,1039,0,2,0,25,0.11,0.66,normal
15,UDP,eco_i,SF,634,532,0,3,3,24,0.17,0.69,normal
15,TCP,ftp,SF,537,1112,0,2,2,16,0.34,0.5,r2l
1,TCP,http,SF,729,541,0,2,3,19,0.19,0.79,normal
0,TCP,smtp,SF,1370,1943,0,0,3,31,0.42,0.72,normal
0,UDP,dns,SF,608,983,0,3,0,3,0.14,0.77,normal
1,ICMP,echo,SF,0,0,0,2,2,53,0.2,0.74,probe
1,UDP,ntp_u,SF,0,174,0,0,0,7,0.58,0.92,normal
60,ICMP,echo,SF,0,0,0,3,3,1,0.33,0.82,probe
1,UDP,eco_i,SF,288,1209,0,2,1,10,0.35,0.96,normal
0,UDP,eco_i,SF,989,1376,0,0,2,49,0.45,0.23,normal
15,TCP,http,SF,2021,1196,0,0,2,28,0.23,0.89,normal
0,TCP,http,SF,1303,537,0,2,3,3,0.44,0.93,normal
120,UDP,eco_i,SF,810,1334,0,1,0,2,0.2,0.71,normal
10,TCP,ftp,SF,0,1132,0,2,0,13,0.53,0.74,r2l
1,ICMP,echo,SF,0,0,0,2,2,27,0.36,0.69,probe
15,TCP,telnet,REJ,1145,1943,0,1,2,4,0.13,0.69,dos
0,TCP,ftp,SF,1317,1061,0,1,0,8,0.31,0.77,r2l
60,TCP,http,SF,679,1040,0,3,2,8,0.67,0.86,normal
20,TCP,http,REJ,1314,842,0,1,3,0,0.1,0.47,dos
30,TCP,http,REJ,1089,1321,0,0,0,11,0.45,0.56,dos
2,UDP,eco_i,SF,791,292,0,0,3,7,0.13,0.88,normal
15,TCP,http,SF,228,372,0,3,2,25,0.46,0.59,normal
5,TCP,http,SF,1103,1569,0,1,0,22,0.14,0.72,normal
1,UDP,eco_i,SF,675,717,0,3,0,55,0.46,0.52,normal
5,TCP,http,SF,517,729,0,3,2,42,0.74,0.54,normal
0,TCP,smtp,SF,1866,2050,0,0,0,1,0.3,0.57,normal
120,TCP,http,REJ,892,2142,0,2,0,27,0.19,0.74,dos
120,UDP,dns,SF,751,961,0,0,0,27,0.31,0.83,normal
15,ICMP,echo,SF,0,0,0,2,0,7,0.37,0.72,probe
1,UDP,dns,SF,1039,1210,0,1,0,1,0.1,0.77,normal
15,TCP,http,SF,996,1540,0,3,3,11,0.18,0.81,normal
0,TCP,http,REJ,1040,1013,0,3,3,1,0.23,0.78,dos
60,TCP,ftp,SF,1701,883,0,1,1,1,0.29,0.72,r2l
5,ICMP,echo,SF,0,0,0,0,2,31,0.19,0.75,probe
1,UDP,eco_i,SF,473,479,0,0,3,13,0.35,0.78,normal
15,TCP,telnet,SF,1184,1552,0,2,1,50,0.32,0.69,r2l
10,TCP,ftp,SF,650,2357,0,2,1,18,0.26,0.58,r2l
20,TCP,telnet,SF,1375,608,0,2,1,8,0.33,0.7,r2l
5,TCP,http,SF,364,1988,0,3,0,43,0.07,0.72,normal
0,TCP,http,SF,0,1629,0,3,3,6,0.28,0.81,normal
1,TCP,ftp,SF,1655,1587,0,0,2,5,0.36,0.81,r2l
0,TCP,http,SF,164,1013,0,1,3,12,0.28,0.87,normal
0,TCP,smtp,REJ,652,2181,0,2,1,32,0.23,0.74,dos
0,TCP,telnet,SF,1151,1283,0,2,3,5,0.18,0.57,r2l
0,TCP,http,REJ,704,1611,0,1,2,49,0.16,0.95,dos
120,TCP,ftp,SF,409,866,0,2,2,5,0.36,0.91,r2l
60,TCP,http,SF,1059,1874,0,3,0,26,0.18,0.83,normal
5,UDP,eco_i,SF,757,457,0,0,2,4,0.24,0.73,normal
5,UDP,dns,SF,996,98,0,3,2,3,0.15,0.67,normal
120,TCP,http,REJ,638,1417,0,3,2,12,0.23,0.64,dos
60,TCP,ftp,SF,1254,1937,0,3,1,6,0.18,0.64,r2l
10,TCP,http,SF,508,1042,0,2,2,2,0.15,0.68,normal
0,UDP,dns,SF,1162,449,0,3,0,13,0.1,0.71,normal
30,TCP,http,S1,1122,2461,0,0,3,5,0.25,0.77,normal
15,TCP,smtp,SF,1137,784,0,2,1,11,0.15,0.4,normal
120,TCP,http,SF,911,1697,0,0,3,11,0.12,0.61,normal
120,TCP,ftp,S1,1363,1227,0,1,2,15,0.15,0.81,r2l
15,ICMP,echo,SF,0,0,0,3,2,17,0.11,0.6,probe
0,TCP,http,S1,1412,886,0,1,0,24,0.33,0.32,normal
120,TCP,http,SF,601,2009,0,2,0,5,0.19,0.75,normal
5,UDP,dns,SF,85,625,0,0,1,6,0.31,0.74,normal
5,TCP,smtp,SF,1449,2190,0,1,3,10,0.32,0.66,normal
20,TCP,http,SF,1075,892,0,2,1,13,0.33,0.36,normal
0,UDP,eco_i,SF,696,862,0,1,2,3,0.18,0.45,normal
15,TCP,telnet,REJ,906,2186,0,2,2,8,0.09,0.42,dos
120,UDP,ntp_u,SF,712,271,0,1,2,7,0.31,0.63,normal
60,TCP,smtp,SF,1798,1388,0,2,1,9,0.21,0.88,normal
60,TCP,http,REJ,461,1910,0,3,3,6,0.26,0.74,dos
120,UDP,ntp_u,SF,900,426,0,1,2,16,0.36,0.97,normal
120,TCP,ftp,SF,1450,896,0,0,3,2,0.27,0.81,r2l
5,ICMP,echo,SF,0,0,0,3,2,9,0.11,0.87,probe
20,TCP,telnet,SF,1419,1508,0,1,3,26,0.23,0.55,r2l
60,UDP,dns,SF,661,810,0,0,2,21,0.23,0.6,normal
5,TCP,http,SF,1075,1707,0,3,0,19,0.32,0.67,normal
15,ICMP,echo,SF,0,0,0,2,1,7,0.35,0.19,probe
1,TCP,http,SF,0,2331,0,1,1,32,0.54,0.78,normal
10,TCP,http,SF,1426,1706,0,3,3,1,0.33,0.7,normal
1,TCP,ftp,SF,180,549,0,1,1,58,0.35,0.85,r2l
15,UDP,eco_i,SF,603,1872,0,0,0,3,0.22,0.81,normal
1,UDP,eco_i,SF,420,773,0,2,3,9,0.44,0.52,normal
15,UDP,ntp_u,SF,293,505,0,3,2,8,0.09,0.87,normal
0,UDP,ntp_u,SF,318,1017,0,3,3,94,0.42,0.67,normal
5,TCP,smtp,SF,1598,1117,0,3,0,22,0.38,0.71,normal
0,TCP,http,REJ,1096,1624,0,2,1,30,0.2,0.46,dos
60,ICMP,echo,SF,0,0,0,1,1,38,0.18,0.46,probe
1,TCP,http,REJ,1129,2186,0,2,3,4,0.17,0.74,dos
1,TCP,http,SF,819,1684,0,3,2,19,0.11,0.77,normal
1,ICMP,echo,SF,0,0,0,2,1,26,0.46,0.63,probe
15,UDP,eco_i,SF,1086,352,0,1,1,20,0.63,0.82,normal
5,TCP,smtp,SF,654,1026,0,1,1,16,0.08,0.87,normal
1,UDP,ntp_u,SF,374,899,0,0,2,20,0.27,0.86,normal
1,ICMP,echo,SF,0,0,0,2,2,25,0.28,0.45,probe
30,TCP,http,S1,1769,1696,0,1,0,8,0.58,0.4,normal
0,TCP,ftp,SF,670,1499,0,3,0,97,0.16,0.78,r2l
10,ICMP,echo,SF,0,0,0,3,3,23,0.42,0.79,probe
0,TCP,http,S1,1102,1150,0,1,0,14,0.11,0.69,normal
15,ICMP,echo,SF,0,0,0,1,1,0,0.09,0.89,probe
30,TCP,http,SF,1199,829,0,0,1,37,0.08,0.9,normal
0,TCP,telnet,SF,1522,1843,0,0,2,17,0.08,0.78,r2l
15,TCP,ftp,SF,1843,1628,0,1,0,30,0.47,0.9,r2l
60,TCP,telnet,REJ,933,1817,0,1,2,0,0.3,0.33,dos
20,ICMP,echo,SF,0,0,0,3,1,22,0.19,0.42,probe
60,TCP,smtp,REJ,1318,1780,0,3,3,33,0.05,0.55,dos
10,ICMP,echo,SF,0,0,0,1,2,65,0.37,0.77,probe
60,TCP,http,SF,992,1354,0,0,1,40,0.11,0.59,normal
1,UDP,dns,SF,438,401,0,2,0,7,0.11,0.54,normal
15,TCP,smtp,SF,909,1056,0,2,1,12,0.19,0.79,normal
10,TCP,telnet,REJ,513,801,0,3,0,14,0.27,0.8,dos
5,UDP,ntp_u,SF,773,568,0,2,0,6,0.37,0.78,normal
60,TCP,http,SF,547,530,0,3,1,29,0.25,0.76,normal
10,TCP,http,SF,840,943,0,2,3,11,0.51,0.48,normal
0,TCP,ftp,REJ,1229,2112,0,1,0,70,0.21,0.66,dos
15,UDP,dns,SF,736,619,0,0,3,56,0.1,0.78,normal
1,TCP,telnet,SF,314,947,0,1,0,41,0.11,0.9,r2l
5,TCP,smtp,SF,1928,2308,0,0,3,34,0.35,0.85,normal
5,TCP,http,SF,300,2162,0,0,3,12,0.07,0.87,normal
2,TCP,http,SF,1296,1573,0,0,1,21,0.18,0.78,normal
20,UDP,eco_i,SF,0,608,0,1,1,2,0.2,0.59,normal
60,TCP,http,REJ,956,1490,0,2,1,13,0.01,0.54,dos
0,TCP,http,SF,830,1107,0,0,1,11,0.02,0.92,normal
20,ICMP,echo,SF,0,0,0,1,2,14,0.12,0.74,probe
15,TCP,http,REJ,259,827,0,2,2,7,0.19,0.72,dos
60,TCP,http,SF,666,1071,0,0,2,15,0.43,0.43,normal
5,TCP,telnet,S1,953,1745,0,1,1,29,0.16,0.72,r2l
0,UDP,eco_i,SF,928,1065,0,1,2,36,0.19,0.79,normal
2,TCP,ftp,REJ,529,1471,0,0,2,4,0.44,0.7,dos
5,TCP,http,REJ,1441,781,0,3,0,86,0.23,0.89,dos
10,UDP,eco_i,SF,568,1423,0,2,1,2,0.31,0.86,normal
0,TCP,http,REJ,2138,1254,0,0,3,12,0.06,0.66,dos
0,ICMP,echo,SF,0,0,0,0,1,9,0.29,0.38,probe
1,ICMP,echo,SF,0,0,0,1,3,3,0.39,0.85,probe
5,TCP,smtp,SF,1173,1816,0,1,3,6,0.54,0.62,normal
15,TCP,smtp,SF,283,1359,0,3,3,43,0.16,0.92,normal
15,TCP,smtp,REJ,668,1686,0,3,0,4,0.41,0.71,dos
0,UDP,dns,SF,584,1106,0,3,0,1,0.04,0.58,normal
0,UDP,dns,SF,786,1003,0,0,2,4,0.27,0.82,normal
10,TCP,ftp,S1,1012,2351,0,0,1,30,0.57,0.76,r2l
1,TCP,http,SF,501,897,0,0,2,43,0.34,0.65,normal
60,TCP,http,S1,1344,1158,0,3,3,5,0.47,0.89,normal
15,ICMP,echo,SF,0,0,0,1,2,0,0.26,0.91,probe
1,TCP,telnet,SF,1301,1567,0,1,1,5,0.33,0.53,r2l
60,TCP,telnet,REJ,1010,1676,0,0,1,3,0.19,0.85,dos
10,TCP,http,SF,655,918,0,1,3,13,0.05,0.75,normal
15,TCP,http,SF,1134,1685,0,1,2,10,0.63,0.77,normal
20,UDP,eco_i,SF,1461,929,0,1,3,12,0.05,0.51,normal
15,TCP,smtp,SF,618,1141,0,3,1,20,0.48,0.77,normal
5,TCP,smtp,SF,864,1179,0,2,1,8,0.2,0.88,normal
30,TCP,http,SF,868,1812,0,2,0,1,0.48,0.61,normal
0,TCP,http,S1,1725,1188,0,3,1,1,0.24,0.69,normal
0,UDP,ntp_u,SF,531,544,0,1,2,16,0.58,0.73,normal
5,TCP,ftp,SF,1641,2157,0,1,3,43,0.36,0.52,r2l
120,TCP,http,SF,1110,381,0,2,2,3,0.35,0.64,normal
120,TCP,ftp,REJ,574,1569,0,3,3,1,0.32,0.6,dos
